uri	prefLabels	prefUnknown	altLabels	altLanguages	altUnknown	notations
http://bartoc.org/en/node/527	1	1	2	2	1	1
http://bartoc.org/en/node/528	1	1	2	2	1	0
http://bartoc.org/en/node/529	1	0	0	0	0	0
http://bartoc.org/en/node/530	1	0	2	1	0	0
http://bartoc.org/en/node/531	1	0	2	2	0	0
http://bartoc.org/en/node/532	1	1	3	2	2	0
http://bartoc.org/en/node/533	1	0	0	0	0	1
http://bartoc.org/en/node/534	1	0	2	2	0	1
http://bartoc.org/en/node/535	2	1	0	0	0	1
http://bartoc.org/en/node/536	1	0	0	0	0	0
http://bartoc.org/en/node/537	1	0	2	2	0	1
http://bartoc.org/en/node/538	1	0	0	0	0	0
http://bartoc.org/en/node/539	1	0	0	0	0	0
http://bartoc.org/en/node/540	1	1	2	1	0	1
http://bartoc.org/en/node/541	1	1	2	2	1	0
http://bartoc.org/en/node/542	2	1	0	0	0	1
http://bartoc.org/en/node/543	1	1	3	2	2	0
http://bartoc.org/en/node/544	2	1	0	0	0	1
http://bartoc.org/en/node/545	2	1	0	0	0	1
http://bartoc.org/en/node/546	2	1	0	0	0	1
http://bartoc.org/en/node/547	1	1	2	2	1	0
http://bartoc.org/en/node/548	1	1	2	1	2	0
http://bartoc.org/en/node/549	1	1	2	2	1	1
http://bartoc.org/en/node/550	2	1	0	0	0	1
http://bartoc.org/en/node/551	2	1	0	0	0	1
http://bartoc.org/en/node/552	2	1	0	0	0	1
http://bartoc.org/en/node/553	2	1	0	0	0	1
http://bartoc.org/en/node/554	2	1	0	0	0	1
http://bartoc.org/en/node/555	1	1	2	2	1	0
http://bartoc.org/en/node/556	2	1	0	0	0	1
http://bartoc.org/en/node/557	1	1	0	0	0	1
http://bartoc.org/en/node/558	1	1	2	2	1	0
http://bartoc.org/en/node/559	1	1	2	1	2	0
http://bartoc.org/en/node/560	2	1	0	0	0	1
http://bartoc.org/en/node/561	1	0	0	0	0	0
http://bartoc.org/en/node/562	1	1	2	1	2	0
http://bartoc.org/en/node/563	2	1	0	0	0	1
http://bartoc.org/en/node/564	2	1	0	0	0	1
http://bartoc.org/en/node/565	2	1	0	0	0	1
http://bartoc.org/en/node/570	2	1	0	0	0	1
http://bartoc.org/en/node/571	2	1	0	0	0	1
http://bartoc.org/en/node/572	2	1	0	0	0	1
http://bartoc.org/en/node/573	1	0	2	2	1	0
http://bartoc.org/en/node/575	1	1	2	2	1	0
http://bartoc.org/en/node/576	2	1	0	0	0	1
http://bartoc.org/en/node/577	2	1	0	0	0	1
http://bartoc.org/en/node/578	2	1	0	0	0	1
http://bartoc.org/en/node/579	1	1	2	1	2	0
http://bartoc.org/en/node/580	2	1	0	0	0	1
http://bartoc.org/en/node/581	2	1	0	0	0	1
http://bartoc.org/en/node/582	2	1	0	0	0	1
http://bartoc.org/en/node/583	2	1	0	0	0	1
http://bartoc.org/en/node/584	1	0	0	0	0	1
http://bartoc.org/en/node/585	1	1	2	2	1	0
http://bartoc.org/en/node/654	1	1	3	2	1	0
http://bartoc.org/en/node/655	1	1	3	2	2	0
http://bartoc.org/en/node/656	2	1	0	0	0	1
http://bartoc.org/en/node/657	1	0	0	0	0	0
http://bartoc.org/en/node/658	1	0	0	0	0	0
http://bartoc.org/en/node/659	1	0	0	0	0	0
http://bartoc.org/en/node/660	1	0	0	0	0	0
http://bartoc.org/en/node/661	1	0	2	1	0	0
http://bartoc.org/en/node/662	1	0	0	0	0	0
http://bartoc.org/en/node/663	1	0	0	0	0	0
http://bartoc.org/en/node/664	1	1	2	2	1	0
http://bartoc.org/en/node/665	1	0	2	1	0	0
http://bartoc.org/en/node/666	1	0	2	1	0	0
http://bartoc.org/en/node/667	1	0	2	1	0	0
http://bartoc.org/en/node/668	1	0	2	1	0	0
http://bartoc.org/en/node/669	1	0	2	1	0	0
http://bartoc.org/en/node/671	1	0	0	0	0	0
http://bartoc.org/en/node/672	1	1	3	2	2	1
http://bartoc.org/en/node/673	1	0	2	1	0	0
http://bartoc.org/en/node/674	1	0	0	0	0	0
http://bartoc.org/en/node/675	1	0	0	0	0	0
http://bartoc.org/en/node/676	1	0	2	1	0	0
http://bartoc.org/en/node/677	1	0	2	1	0	0
http://bartoc.org/en/node/678	1	0	2	1	0	0
http://bartoc.org/en/node/679	1	0	2	1	0	0
http://bartoc.org/en/node/680	1	1	3	1	3	1
http://bartoc.org/en/node/681	1	0	2	1	0	0
http://bartoc.org/en/node/682	1	0	0	0	0	0
http://bartoc.org/en/node/683	1	1	0	0	0	1
http://bartoc.org/en/node/684	1	0	3	2	1	0
http://bartoc.org/en/node/685	1	0	2	1	0	0
http://bartoc.org/en/node/686	1	0	0	0	0	0
http://bartoc.org/en/node/687	1	0	2	1	0	0
http://bartoc.org/en/node/688	1	0	0	0	0	0
http://bartoc.org/en/node/689	1	0	0	0	0	0
http://bartoc.org/en/node/690	2	1	0	0	0	1
http://bartoc.org/en/node/691	1	0	2	1	0	0
http://bartoc.org/en/node/692	1	1	2	1	2	0
http://bartoc.org/en/node/693	2	1	0	0	0	1
http://bartoc.org/en/node/694	1	0	3	3	0	0
http://bartoc.org/en/node/695	1	0	2	1	0	0
http://bartoc.org/en/node/696	1	0	0	0	0	0
http://bartoc.org/en/node/697	1	1	3	2	2	0
http://bartoc.org/en/node/698	1	0	4	2	0	0
http://bartoc.org/en/node/699	1	0	3	2	1	0
http://bartoc.org/en/node/700	1	0	0	0	0	0
http://bartoc.org/en/node/701	2	1	0	0	0	1
http://bartoc.org/en/node/702	1	0	2	1	0	0
http://bartoc.org/en/node/703	1	1	2	1	2	0
http://bartoc.org/en/node/704	1	1	2	2	1	0
http://bartoc.org/en/node/705	2	1	0	0	0	1
http://bartoc.org/en/node/706	2	1	0	0	0	1
http://bartoc.org/en/node/707	2	1	0	0	0	1
http://bartoc.org/en/node/708	2	1	0	0	0	1
http://bartoc.org/en/node/709	2	1	0	0	0	1
http://bartoc.org/en/node/710	1	0	0	0	0	0
http://bartoc.org/en/node/711	2	1	0	0	0	1
http://bartoc.org/en/node/712	2	1	0	0	0	1
http://bartoc.org/en/node/713	1	0	0	0	0	0
http://bartoc.org/en/node/714	1	0	0	0	0	0
http://bartoc.org/en/node/715	1	0	0	0	0	0
http://bartoc.org/en/node/716	1	0	0	0	0	0
http://bartoc.org/en/node/717	1	0	0	0	0	0
http://bartoc.org/en/node/718	1	0	0	0	0	0
http://bartoc.org/en/node/719	1	0	2	2	1	0
http://bartoc.org/en/node/720	1	0	2	1	0	0
http://bartoc.org/en/node/721	1	1	2	2	1	0
http://bartoc.org/en/node/722	1	0	2	1	0	0
http://bartoc.org/en/node/723	1	0	0	0	0	0
http://bartoc.org/en/node/724	1	1	2	1	2	0
http://bartoc.org/en/node/725	1	1	2	1	2	0
http://bartoc.org/en/node/726	2	1	0	0	0	1
http://bartoc.org/en/node/727	1	0	0	0	0	1
http://bartoc.org/en/node/728	1	0	0	0	0	0
http://bartoc.org/en/node/729	1	0	0	0	0	0
http://bartoc.org/en/node/730	1	0	0	0	0	0
http://bartoc.org/en/node/731	1	0	0	0	0	0
http://bartoc.org/en/node/732	2	1	0	0	0	1
http://bartoc.org/en/node/733	2	1	0	0	0	1
http://bartoc.org/en/node/734	1	0	0	0	0	0
http://bartoc.org/en/node/735	1	0	0	0	0	0
http://bartoc.org/en/node/736	1	0	2	1	0	0
http://bartoc.org/en/node/737	1	0	2	1	0	0
http://bartoc.org/en/node/738	1	0	0	0	0	0
http://bartoc.org/en/node/739	1	0	0	0	0	0
http://bartoc.org/en/node/740	1	0	2	1	0	0
http://bartoc.org/en/node/741	1	0	0	0	0	1
http://bartoc.org/en/node/742	1	1	2	2	1	0
http://bartoc.org/en/node/743	2	1	0	0	0	1
http://bartoc.org/en/node/744	1	0	0	0	0	0
http://bartoc.org/en/node/745	1	1	2	2	1	1
http://bartoc.org/en/node/746	1	1	2	2	1	0
http://bartoc.org/en/node/747	2	1	0	0	0	1
http://bartoc.org/en/node/748	2	1	0	0	0	1
http://bartoc.org/en/node/749	2	1	0	0	0	1
http://bartoc.org/en/node/750	1	0	2	1	0	0
http://bartoc.org/en/node/751	1	0	0	0	0	0
http://bartoc.org/en/node/752	1	0	0	0	0	0
http://bartoc.org/en/node/753	2	1	0	0	0	1
http://bartoc.org/en/node/754	1	1	2	2	1	0
http://bartoc.org/en/node/755	1	0	0	0	0	0
http://bartoc.org/en/node/756	1	0	0	0	0	0
http://bartoc.org/en/node/757	1	0	0	0	0	0
http://bartoc.org/en/node/758	1	0	0	0	0	0
http://bartoc.org/en/node/759	1	0	0	0	0	0
http://bartoc.org/en/node/782	1	0	0	0	0	0
http://bartoc.org/en/node/783	1	0	0	0	0	0
http://bartoc.org/en/node/784	1	0	0	0	0	0
http://bartoc.org/en/node/785	1	0	2	1	0	0
http://bartoc.org/en/node/786	1	1	2	2	1	0
http://bartoc.org/en/node/787	1	1	3	2	2	0
http://bartoc.org/en/node/788	1	1	2	2	1	0
http://bartoc.org/en/node/789	1	1	2	2	1	0
http://bartoc.org/en/node/790	1	1	2	2	1	0
http://bartoc.org/en/node/791	1	1	2	2	1	0
http://bartoc.org/en/node/792	1	1	2	2	1	0
http://bartoc.org/en/node/793	1	0	0	0	0	0
http://bartoc.org/en/node/794	1	1	2	2	1	0
http://bartoc.org/en/node/795	2	1	0	0	0	1
http://bartoc.org/en/node/796	1	1	2	2	1	0
http://bartoc.org/en/node/797	1	0	2	1	0	0
http://bartoc.org/en/node/798	1	1	2	2	1	0
http://bartoc.org/en/node/799	1	1	2	2	1	0
http://bartoc.org/en/node/800	1	0	2	1	0	0
http://bartoc.org/en/node/801	1	0	4	3	0	0
http://bartoc.org/en/node/802	1	0	0	0	0	0
http://bartoc.org/en/node/803	2	1	0	0	0	1
http://bartoc.org/en/node/804	1	0	0	0	0	1
http://bartoc.org/en/node/805	1	1	2	1	2	0
http://bartoc.org/en/node/806	1	1	2	2	1	0
http://bartoc.org/en/node/807	1	1	2	2	1	0
http://bartoc.org/en/node/808	1	1	2	2	1	0
http://bartoc.org/en/node/809	1	1	2	2	1	0
http://bartoc.org/en/node/810	1	1	2	2	1	0
http://bartoc.org/en/node/811	1	1	2	2	1	0
http://bartoc.org/en/node/812	1	1	2	2	1	0
http://bartoc.org/en/node/813	1	0	2	2	1	0
http://bartoc.org/en/node/814	1	0	2	1	0	0
http://bartoc.org/en/node/815	1	0	2	1	0	0
http://bartoc.org/en/node/817	1	0	0	0	0	0
http://bartoc.org/en/node/818	2	1	0	0	0	1
http://bartoc.org/en/node/819	2	1	0	0	0	1
http://bartoc.org/en/node/820	2	1	0	0	0	1
http://bartoc.org/en/node/821	1	0	0	0	0	0
http://bartoc.org/en/node/822	1	0	0	0	0	0
http://bartoc.org/en/node/823	1	0	0	0	0	0
http://bartoc.org/en/node/824	1	1	2	2	1	0
http://bartoc.org/en/node/825	1	0	3	1	0	0
http://bartoc.org/en/node/826	1	0	0	0	0	0
http://bartoc.org/en/node/827	1	0	2	1	0	0
http://bartoc.org/en/node/828	1	0	0	0	0	0
http://bartoc.org/en/node/829	1	0	0	0	0	0
http://bartoc.org/en/node/830	1	0	0	0	0	0
http://bartoc.org/en/node/831	1	0	0	0	0	0
http://bartoc.org/en/node/832	1	0	0	0	0	0
http://bartoc.org/en/node/833	1	0	0	0	0	0
http://bartoc.org/en/node/834	1	0	0	0	0	0
http://bartoc.org/en/node/835	2	1	0	0	0	1
http://bartoc.org/en/node/836	1	0	2	1	0	0
http://bartoc.org/en/node/837	1	0	0	0	0	0
http://bartoc.org/en/node/838	1	1	0	0	0	1
http://bartoc.org/en/node/839	2	1	0	0	0	1
http://bartoc.org/en/node/840	1	1	3	2	2	0
http://bartoc.org/en/node/841	1	1	3	2	2	0
http://bartoc.org/en/node/842	1	0	0	0	0	0
http://bartoc.org/en/node/843	1	0	0	0	0	0
http://bartoc.org/en/node/844	1	0	2	2	0	0
http://bartoc.org/en/node/845	1	0	0	0	0	0
http://bartoc.org/en/node/846	1	0	0	0	0	0
http://bartoc.org/en/node/847	1	0	0	0	0	0
http://bartoc.org/en/node/848	1	0	0	0	0	1
http://bartoc.org/en/node/849	1	0	0	0	0	0
http://bartoc.org/en/node/850	1	0	0	0	0	0
http://bartoc.org/en/node/851	1	0	0	0	0	0
http://bartoc.org/en/node/852	1	0	2	1	0	0
http://bartoc.org/en/node/853	1	0	3	3	0	0
http://bartoc.org/en/node/854	1	0	2	2	0	0
http://bartoc.org/en/node/855	1	1	3	3	1	0
http://bartoc.org/en/node/856	1	0	3	3	1	0
http://bartoc.org/en/node/857	1	1	2	1	2	0
http://bartoc.org/en/node/858	1	0	0	0	0	0
http://bartoc.org/en/node/859	1	0	0	0	0	0
http://bartoc.org/en/node/860	1	1	2	2	1	1
http://bartoc.org/en/node/861	1	0	0	0	0	0
http://bartoc.org/en/node/862	2	1	0	0	0	1
http://bartoc.org/en/node/863	1	0	0	0	0	0
http://bartoc.org/en/node/864	1	1	2	2	1	0
http://bartoc.org/en/node/865	1	0	0	0	0	0
http://bartoc.org/en/node/866	1	0	0	0	0	0
http://bartoc.org/en/node/867	1	0	0	0	0	0
http://bartoc.org/en/node/868	1	1	2	2	1	0
http://bartoc.org/en/node/869	1	0	0	0	0	0
http://bartoc.org/en/node/870	1	0	2	1	0	0
http://bartoc.org/en/node/871	1	0	0	0	0	0
http://bartoc.org/en/node/872	1	1	2	2	1	0
http://bartoc.org/en/node/873	1	0	0	0	0	0
http://bartoc.org/en/node/874	1	0	2	2	0	0
http://bartoc.org/en/node/875	1	0	0	0	0	0
http://bartoc.org/en/node/876	1	1	3	2	2	1
http://bartoc.org/en/node/877	1	0	3	2	0	0
http://bartoc.org/en/node/879	1	0	0	0	0	0
http://bartoc.org/en/node/880	1	0	2	2	0	0
http://bartoc.org/en/node/881	1	0	2	1	0	0
http://bartoc.org/en/node/882	1	0	0	0	0	0
http://bartoc.org/en/node/883	1	0	0	0	0	0
http://bartoc.org/en/node/884	1	0	0	0	0	0
http://bartoc.org/en/node/885	2	1	0	0	0	1
http://bartoc.org/en/node/886	1	0	0	0	0	0
http://bartoc.org/en/node/887	1	0	0	0	0	0
http://bartoc.org/en/node/888	1	0	0	0	0	0
http://bartoc.org/en/node/889	1	0	0	0	0	0
http://bartoc.org/en/node/890	1	0	3	2	0	0
http://bartoc.org/en/node/891	1	0	8	4	0	0
http://bartoc.org/en/node/892	1	0	0	0	0	0
http://bartoc.org/en/node/893	1	1	3	1	3	1
http://bartoc.org/en/node/894	1	0	2	2	0	0
http://bartoc.org/en/node/895	1	0	2	2	0	0
http://bartoc.org/en/node/896	2	1	0	0	0	1
http://bartoc.org/en/node/897	1	1	2	2	1	0
http://bartoc.org/en/node/898	2	1	0	0	0	1
http://bartoc.org/en/node/899	1	0	0	0	0	0
http://bartoc.org/en/node/900	1	0	0	0	0	0
http://bartoc.org/en/node/901	1	0	0	0	0	0
http://bartoc.org/en/node/902	1	0	4	2	0	0
http://bartoc.org/en/node/903	1	0	6	3	2	1
http://bartoc.org/en/node/905	1	0	0	0	0	0
http://bartoc.org/en/node/906	1	0	0	0	0	0
http://bartoc.org/en/node/907	1	0	0	0	0	0
http://bartoc.org/en/node/908	1	0	5	2	0	0
http://bartoc.org/en/node/909	1	0	0	0	0	0
http://bartoc.org/en/node/910	1	0	2	1	0	1
http://bartoc.org/en/node/911	1	0	0	0	0	0
http://bartoc.org/en/node/912	1	0	2	2	0	1
http://bartoc.org/en/node/913	1	0	3	2	0	1
http://bartoc.org/en/node/914	1	0	0	0	0	1
http://bartoc.org/en/node/915	1	0	4	4	1	0
http://bartoc.org/en/node/916	1	0	0	0	0	0
http://bartoc.org/en/node/917	1	1	3	2	1	0
http://bartoc.org/en/node/918	1	0	0	0	0	0
http://bartoc.org/en/node/919	2	1	0	0	0	1
http://bartoc.org/en/node/920	1	0	2	2	0	1
http://bartoc.org/en/node/921	1	0	0	0	0	0
http://bartoc.org/en/node/922	1	0	0	0	0	1
http://bartoc.org/en/node/923	1	0	0	0	0	1
http://bartoc.org/en/node/924	1	0	0	0	0	1
http://bartoc.org/en/node/925	1	0	3	2	0	0
http://bartoc.org/en/node/926	1	0	2	2	0	1
http://bartoc.org/en/node/927	1	0	3	2	1	0
http://bartoc.org/en/node/928	1	0	3	3	0	1
http://bartoc.org/en/node/929	1	0	3	1	0	1
http://bartoc.org/en/node/930	1	0	0	0	0	1
http://bartoc.org/en/node/931	1	0	0	0	0	1
http://bartoc.org/en/node/932	1	0	2	1	0	0
http://bartoc.org/en/node/933	1	0	2	1	0	0
http://bartoc.org/en/node/934	1	0	0	0	0	0
http://bartoc.org/en/node/935	1	0	0	0	0	0
http://bartoc.org/en/node/936	1	0	0	0	0	0
http://bartoc.org/en/node/937	2	1	0	0	0	1
http://bartoc.org/en/node/939	2	1	0	0	0	1
http://bartoc.org/en/node/940	1	1	2	1	2	0
http://bartoc.org/en/node/941	1	1	2	1	2	0
http://bartoc.org/en/node/942	1	1	2	1	2	0
http://bartoc.org/en/node/943	1	1	2	1	2	0
http://bartoc.org/en/node/944	1	1	2	1	2	0
http://bartoc.org/en/node/945	1	1	2	1	2	0
http://bartoc.org/en/node/946	1	1	2	1	2	0
http://bartoc.org/en/node/947	1	1	2	1	2	0
http://bartoc.org/en/node/948	1	1	2	1	2	0
http://bartoc.org/en/node/949	1	1	2	1	2	0
http://bartoc.org/en/node/950	1	1	2	1	2	0
http://bartoc.org/en/node/951	1	1	2	1	2	0
http://bartoc.org/en/node/952	1	1	2	1	2	0
http://bartoc.org/en/node/953	1	1	2	1	2	0
http://bartoc.org/en/node/954	1	1	2	1	2	0
http://bartoc.org/en/node/955	2	1	0	0	0	1
http://bartoc.org/en/node/956	1	1	2	1	2	0
http://bartoc.org/en/node/957	1	1	2	1	2	1
http://bartoc.org/en/node/958	1	0	0	0	0	0
http://bartoc.org/en/node/960	1	0	0	0	0	1
http://bartoc.org/en/node/961	1	1	2	2	1	0
http://bartoc.org/en/node/962	1	0	0	0	0	0
http://bartoc.org/en/node/963	1	0	3	2	0	0
http://bartoc.org/en/node/964	1	0	3	2	0	0
http://bartoc.org/en/node/965	2	1	0	0	0	1
http://bartoc.org/en/node/966	1	0	2	1	0	0
http://bartoc.org/en/node/967	2	1	0	0	0	1
http://bartoc.org/en/node/968	1	1	4	2	3	0
http://bartoc.org/en/node/969	1	0	2	1	0	0
http://bartoc.org/en/node/970	1	0	0	0	0	1
http://bartoc.org/en/node/971	1	1	0	0	0	1
http://bartoc.org/en/node/972	1	0	0	0	0	1
http://bartoc.org/en/node/973	1	1	2	2	1	0
http://bartoc.org/en/node/974	1	1	0	0	0	0
http://bartoc.org/en/node/975	1	0	0	0	0	0
http://bartoc.org/en/node/976	1	0	0	0	0	0
http://bartoc.org/en/node/977	1	1	4	4	1	0
http://bartoc.org/en/node/978	1	0	0	0	0	1
http://bartoc.org/en/node/979	1	0	0	0	0	0
http://bartoc.org/en/node/980	1	0	0	0	0	0
http://bartoc.org/en/node/981	1	0	2	2	1	0
http://bartoc.org/en/node/982	1	0	2	1	0	0
http://bartoc.org/en/node/983	1	0	3	2	1	0
http://bartoc.org/en/node/984	1	0	0	0	0	0
http://bartoc.org/en/node/985	1	1	2	2	1	0
http://bartoc.org/en/node/986	1	0	2	1	0	0
http://bartoc.org/en/node/987	1	0	0	0	0	0
http://bartoc.org/en/node/988	1	0	2	1	0	0
http://bartoc.org/en/node/989	1	0	2	1	0	0
http://bartoc.org/en/node/990	1	0	2	1	0	0
http://bartoc.org/en/node/991	1	1	0	0	0	0
http://bartoc.org/en/node/992	1	0	0	0	0	0
http://bartoc.org/en/node/993	1	0	2	1	0	0
http://bartoc.org/en/node/994	1	1	2	1	2	0
http://bartoc.org/en/node/995	1	0	0	0	0	0
http://bartoc.org/en/node/996	1	1	2	2	1	0
http://bartoc.org/en/node/997	1	0	3	2	0	0
http://bartoc.org/en/node/998	1	0	0	0	0	0
http://bartoc.org/en/node/999	1	0	2	2	0	0
http://bartoc.org/en/node/1000	1	0	0	0	0	0
http://bartoc.org/en/node/1001	1	0	2	1	0	0
http://bartoc.org/en/node/1002	1	0	0	0	0	0
http://bartoc.org/en/node/1003	1	0	2	1	0	0
http://bartoc.org/en/node/1004	1	0	2	1	0	0
http://bartoc.org/en/node/1005	1	1	2	1	2	0
http://bartoc.org/en/node/1006	1	1	2	1	2	0
http://bartoc.org/en/node/1007	1	0	0	0	0	0
http://bartoc.org/en/node/1008	1	0	0	0	0	0
http://bartoc.org/en/node/1009	1	0	0	0	0	0
http://bartoc.org/en/node/1010	1	0	0	0	0	0
http://bartoc.org/en/node/1011	1	0	0	0	0	0
http://bartoc.org/en/node/1012	1	0	0	0	0	0
http://bartoc.org/en/node/1013	1	0	0	0	0	0
http://bartoc.org/en/node/1014	1	0	0	0	0	0
http://bartoc.org/en/node/1015	1	0	0	0	0	0
http://bartoc.org/en/node/1016	1	0	0	0	0	0
http://bartoc.org/en/node/1017	1	0	0	0	0	0
http://bartoc.org/en/node/1018	1	0	0	0	0	0
http://bartoc.org/en/node/1019	1	0	0	0	0	0
http://bartoc.org/en/node/1020	1	0	0	0	0	0
http://bartoc.org/en/node/1021	2	1	0	0	0	1
http://bartoc.org/en/node/1023	1	1	2	1	0	1
http://bartoc.org/en/node/1024	2	1	0	0	0	1
http://bartoc.org/en/node/1025	2	1	0	0	0	1
http://bartoc.org/en/node/1026	1	0	0	0	0	0
http://bartoc.org/en/node/1027	2	1	0	0	0	1
http://bartoc.org/en/node/1028	2	1	0	0	0	1
http://bartoc.org/en/node/1029	2	1	0	0	0	1
http://bartoc.org/en/node/1030	1	0	0	0	0	1
http://bartoc.org/en/node/1031	1	0	2	1	0	1
http://bartoc.org/en/node/1032	1	1	2	2	1	0
http://bartoc.org/en/node/1033	1	0	2	1	0	0
http://bartoc.org/en/node/1034	1	0	0	0	0	0
http://bartoc.org/en/node/1035	1	0	0	0	0	0
http://bartoc.org/en/node/1036	1	0	0	0	0	1
http://bartoc.org/en/node/1037	1	0	0	0	0	0
http://bartoc.org/en/node/1038	1	1	4	4	1	0
http://bartoc.org/en/node/1039	1	0	0	0	0	0
http://bartoc.org/en/node/1040	1	1	2	1	2	0
http://bartoc.org/en/node/1041	1	0	2	1	0	0
http://bartoc.org/en/node/1042	1	0	3	2	0	0
http://bartoc.org/en/node/1043	1	0	2	1	0	0
http://bartoc.org/en/node/1044	1	0	0	0	0	0
http://bartoc.org/en/node/1045	1	0	0	0	0	0
http://bartoc.org/en/node/1046	1	1	2	1	2	0
http://bartoc.org/en/node/1047	1	0	3	1	0	0
http://bartoc.org/en/node/1048	1	0	2	2	0	0
http://bartoc.org/en/node/1049	1	0	0	0	0	0
http://bartoc.org/en/node/1050	2	1	0	0	0	1
http://bartoc.org/en/node/1051	2	1	0	0	0	1
http://bartoc.org/en/node/1052	1	1	2	1	2	1
http://bartoc.org/en/node/1053	2	1	0	0	0	1
http://bartoc.org/en/node/1054	1	1	3	2	1	0
http://bartoc.org/en/node/1055	1	0	2	1	0	0
http://bartoc.org/en/node/1056	1	0	2	1	0	0
http://bartoc.org/en/node/1057	1	0	0	0	0	0
http://bartoc.org/en/node/1058	1	0	2	1	0	0
http://bartoc.org/en/node/1059	1	0	2	1	0	0
http://bartoc.org/en/node/1060	1	0	0	0	0	0
http://bartoc.org/en/node/1061	1	0	0	0	0	0
http://bartoc.org/en/node/1062	1	0	0	0	0	0
http://bartoc.org/en/node/1063	1	0	0	0	0	0
http://bartoc.org/en/node/1064	1	1	2	2	1	0
http://bartoc.org/en/node/1065	2	1	0	0	0	1
http://bartoc.org/en/node/1066	1	0	4	4	0	0
http://bartoc.org/en/node/1067	1	1	0	0	0	0
http://bartoc.org/en/node/1068	1	0	0	0	0	0
http://bartoc.org/en/node/1069	1	0	0	0	0	0
http://bartoc.org/en/node/1070	1	0	0	0	0	0
http://bartoc.org/en/node/1071	1	0	0	0	0	0
http://bartoc.org/en/node/1072	1	0	2	1	0	0
http://bartoc.org/en/node/1073	1	0	0	0	0	0
http://bartoc.org/en/node/1074	1	0	2	1	0	0
http://bartoc.org/en/node/1076	1	0	0	0	0	0
http://bartoc.org/en/node/1077	2	1	0	0	0	1
http://bartoc.org/en/node/1078	1	0	2	1	0	0
http://bartoc.org/en/node/1079	1	0	0	0	0	0
http://bartoc.org/en/node/1080	1	0	0	0	0	0
http://bartoc.org/en/node/1081	1	1	3	1	3	0
http://bartoc.org/en/node/1082	2	1	0	0	0	1
http://bartoc.org/en/node/1083	1	0	2	1	0	0
http://bartoc.org/en/node/1084	1	0	2	2	1	0
http://bartoc.org/en/node/1085	1	0	0	0	0	0
http://bartoc.org/en/node/1086	1	0	0	0	0	0
http://bartoc.org/en/node/1087	1	0	2	2	0	0
http://bartoc.org/en/node/1088	1	0	0	0	0	0
http://bartoc.org/en/node/1089	1	1	2	2	1	0
http://bartoc.org/en/node/1090	1	0	0	0	0	0
http://bartoc.org/en/node/1091	2	1	0	0	0	1
http://bartoc.org/en/node/1092	1	1	2	2	1	0
http://bartoc.org/en/node/1093	1	0	2	1	0	0
http://bartoc.org/en/node/1094	1	1	2	2	1	0
http://bartoc.org/en/node/1095	1	1	2	2	1	0
http://bartoc.org/en/node/1096	1	0	0	0	0	1
http://bartoc.org/en/node/1097	1	0	0	0	0	0
http://bartoc.org/en/node/1098	1	0	0	0	0	0
http://bartoc.org/en/node/1099	1	0	0	0	0	0
http://bartoc.org/en/node/1100	1	0	0	0	0	0
http://bartoc.org/en/node/1101	1	0	0	0	0	0
http://bartoc.org/en/node/1102	1	0	0	0	0	0
http://bartoc.org/en/node/1103	1	0	0	0	0	0
http://bartoc.org/en/node/1104	1	0	0	0	0	0
http://bartoc.org/en/node/1105	1	0	0	0	0	0
http://bartoc.org/en/node/1106	1	0	0	0	0	0
http://bartoc.org/en/node/1107	1	0	2	1	0	0
http://bartoc.org/en/node/1108	1	0	2	1	0	0
http://bartoc.org/en/node/1109	1	0	0	0	0	0
http://bartoc.org/en/node/1110	1	0	0	0	0	0
http://bartoc.org/en/node/1111	1	0	0	0	0	0
http://bartoc.org/en/node/1112	1	0	0	0	0	0
http://bartoc.org/en/node/1113	1	0	0	0	0	0
http://bartoc.org/en/node/1116	1	0	0	0	0	0
http://bartoc.org/en/node/1117	1	0	0	0	0	0
http://bartoc.org/en/node/1118	1	0	0	0	0	0
http://bartoc.org/en/node/1119	1	0	0	0	0	0
http://bartoc.org/en/node/1120	1	0	2	1	0	0
http://bartoc.org/en/node/1121	1	0	2	1	0	0
http://bartoc.org/en/node/1122	1	0	0	0	0	0
http://bartoc.org/en/node/1123	1	0	0	0	0	0
http://bartoc.org/en/node/1124	1	0	0	0	0	0
http://bartoc.org/en/node/1125	1	0	0	0	0	0
http://bartoc.org/en/node/1127	1	0	0	0	0	0
http://bartoc.org/en/node/1129	1	0	0	0	0	0
http://bartoc.org/en/node/1130	1	0	0	0	0	0
http://bartoc.org/en/node/1131	1	0	0	0	0	0
http://bartoc.org/en/node/1132	1	0	0	0	0	0
http://bartoc.org/en/node/1133	1	0	0	0	0	0
http://bartoc.org/en/node/1134	1	0	0	0	0	0
http://bartoc.org/en/node/1135	1	0	0	0	0	0
http://bartoc.org/en/node/1136	1	0	0	0	0	0
http://bartoc.org/en/node/1137	1	0	0	0	0	0
http://bartoc.org/en/node/1138	1	0	0	0	0	0
http://bartoc.org/en/node/1139	1	0	0	0	0	0
http://bartoc.org/en/node/1140	1	0	3	1	0	0
http://bartoc.org/en/node/1141	1	0	0	0	0	0
http://bartoc.org/en/node/1142	1	0	0	0	0	1
http://bartoc.org/en/node/1143	1	0	0	0	0	1
http://bartoc.org/en/node/1144	1	1	2	2	1	0
http://bartoc.org/en/node/1145	1	0	0	0	0	0
